Год_прогноза,Место_в_прогнозе,Профессия,Профессиональная_группа,Занято_работников_2024,Требуется_работников_2024,Исходная_доля_вакансий_2024_pct,Базовая_зарплата_профессии_или_группы_руб,Прогнозная_зарплата_профессии_или_группы_руб,Балл_спроса_1_10,Актуальный_индекс_оплаты_1_10,Прогнозный_индекс_оплаты_1_10,Рост_зарплаты_к_2025_pct,Итоговый_ориентир_1_10,Сценарная_потребность_работников,Коэффициент_сценария_спроса,Основание_сценария,Год_базовой_зарплаты,Источник_базовой_зарплаты,Дата_среза_зарплаты,Наблюдений_с_зарплатой,Сглаженная_доля_вакансий_2024_pct,Сценарная_доля_вакансий_pct,Ограничение
2027,149,Капитаны судов и лоцманы,Специалисты средней квалификации,17941.21,1279.7,6.66,69408.5576048949,82607.28891904172,5.228915662650603,5.5,5.5,19.016000000000012,5.323795180722892,1318.0910000000001,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.66,6.84,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,150,Инструкторы по вождению,"Обслуживание, торговля и охрана",3727.77,325.0,8.02,48161.539778495455,57319.93818277415,6.421686746987953,3.25,3.25,19.016000000000012,5.311596385542169,325.0,1.0,почти стабильный спрос с небольшим ростом,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,8.02,8.02,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,151,Дизайнеры товаров и одежды,Специалисты высшей квалификации,5238.64,301.48,5.44,86292.29075362365,102701.63276333273,3.385542168674699,8.875,8.875,19.016000000000012,5.306852409638554,310.5244,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.45,5.6,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,152,Специалисты-техники по радио- и телевещанию,Специалисты средней квалификации,11434.5,814.31,6.65,69408.5576048949,82607.28891904172,5.19277108433735,5.5,5.5,19.016000000000012,5.300301204819277,838.7393,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.65,6.83,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,153,"Техники (операторы) по управлению технологическими процессами, не входящие в другие группы",Специалисты средней квалификации,68817.68,4842.79,6.57,69408.5576048949,82607.28891904172,5.120481927710843,5.5,5.5,19.016000000000012,5.253313253012048,4988.0737,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.57,6.76,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,154,Агенты по коммерческим продажам,Специалисты средней квалификации,55827.87,3915.01,6.55,69408.5576048949,82607.28891904172,5.0843373493975905,5.5,5.5,19.016000000000012,5.229819277108433,4032.4603,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.55,6.74,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,155,"Работники служб, осуществляющих охрану граждан и собственности, не входящие в другие группы","Обслуживание, торговля и охрана",202517.11,17305.24,7.87,48161.539778495455,57319.93818277415,6.240963855421687,3.25,3.25,19.016000000000012,5.194126506024097,17305.24,1.0,почти стабильный спрос с небольшим ростом,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,7.87,7.87,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,156,"Специалисты в области образования, не входящие в другие группы",Специалисты высшей квалификации,158973.76,8953.69,5.33,86292.29075362365,102701.63276333273,3.1325301204819276,8.875,8.875,19.016000000000012,5.142394578313253,9222.300700000002,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.33,5.48,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,157,Средний медицинский персонал по уходу,Специалисты средней квалификации,554518.73,37615.55,6.35,69408.5576048949,82607.28891904172,4.903614457831326,5.5,5.5,19.016000000000012,5.1123493975903616,38744.016500000005,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.35,6.53,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,158,Пожарные,"Обслуживание, торговля и охрана",20973.6,1726.33,7.61,48161.539778495455,57319.93818277415,6.096385542168675,3.25,3.25,19.016000000000012,5.100150602409639,1726.33,1.0,почти стабильный спрос с небольшим ростом,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,7.61,7.61,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,159,Спортсмены (спортсмены высокого класса),Специалисты средней квалификации,23353.66,1581.06,6.34,69408.5576048949,82607.28891904172,4.867469879518072,5.5,5.5,19.016000000000012,5.0888554216867465,1628.4918,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.34,6.52,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,160,Товарные производители смешанной растениеводческой и животноводческой продукции,Сельское и лесное хозяйство,13757.86,1235.84,8.24,47973.921731658804,57096.64268815105,6.674698795180722,2.125,2.125,19.016000000000012,5.08230421686747,1235.84,1.0,почти неизменный спрос: малая численность не превращается автоматически в быстрый рост всей отрасли,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,8.25,8.24,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,161,Помощники бухгалтеров,Специалисты средней квалификации,12017.62,812.74,6.33,69408.5576048949,82607.28891904172,4.831325301204819,5.5,5.5,19.016000000000012,5.065361445783132,837.1222,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.33,6.51,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,162,Административный и иной исполнительный среднетехнический персонал,Специалисты средней квалификации,214133.0,14217.57,6.23,69408.5576048949,82607.28891904172,4.72289156626506,5.5,5.5,19.016000000000012,4.994879518072289,14644.0971,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.23,6.4,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,163,Стоматологи,Специалисты высшей квалификации,42810.06,2350.24,5.2,86292.29075362365,102701.63276333273,2.8795180722891565,8.875,8.875,19.016000000000012,4.977936746987951,2420.7472,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.2,5.35,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,164,Специалисты в области политики администрирования,Специалисты высшей квалификации,52882.03,2902.21,5.2,86292.29075362365,102701.63276333273,2.8433734939759034,8.875,8.875,19.016000000000012,4.954442771084337,2989.2763,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.2,5.35,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,165,Продавцы,"Обслуживание, торговля и охрана",984767.09,77818.8,7.32,48161.539778495455,57319.93818277415,5.843373493975903,3.25,3.25,19.016000000000012,4.935692771084337,77818.8,1.0,почти стабильный спрос с небольшим ростом,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,7.32,7.32,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,166,Специалисты в области подбора и использования персонала,Специалисты высшей квалификации,122563.84,6493.79,5.03,86292.29075362365,102701.63276333273,2.662650602409639,8.875,8.875,19.016000000000012,4.836972891566265,6688.603700000001,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.03,5.17,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,167,Специалисты по компьютерным сетям,Специалисты высшей квалификации,28202.95,1487.08,5.01,86292.29075362365,102701.63276333273,2.6265060240963853,8.875,8.875,19.016000000000012,4.8134789156626505,1531.6924,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.01,5.15,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,168,"Средний персонал культуры и кулинарного искусства, не входящий в другие группы",Специалисты средней квалификации,27849.53,1796.32,6.06,69408.5576048949,82607.28891904172,4.433734939759036,5.5,5.5,19.016000000000012,4.8069277108433734,1850.2096,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.06,6.23,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,169,Буфетчики (бармены),"Обслуживание, торговля и охрана",39797.92,3092.85,7.21,48161.539778495455,57319.93818277415,5.626506024096385,3.25,3.25,19.016000000000012,4.79472891566265,3092.85,1.0,почти стабильный спрос с небольшим ростом,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,7.21,7.21,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,170,Специалисты-техники по телекоммуникационному оборудованию,Специалисты средней квалификации,11498.66,738.4,6.03,69408.5576048949,82607.28891904172,4.397590361445783,5.5,5.5,19.016000000000012,4.783433734939759,760.552,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.03,6.2,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,171,"Разработчики и аналитики программного обеспечения и приложений, не входящие в другие группы",Специалисты высшей квалификации,59266.1,3104.53,4.98,86292.29075362365,102701.63276333273,2.5180722891566263,8.875,8.875,19.016000000000012,4.742996987951807,3197.6659000000004,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.98,5.12,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,172,Служащие в приемной (общего профиля),Офисные и учётные служащие,4341.93,318.59,6.84,54045.78718009234,64323.134070258704,4.9397590361445785,4.375,4.375,19.016000000000012,4.742093373493976,309.03229999999996,0.97,наиболее заметное снижение из-за цифровизации стандартных операций,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.84,6.64,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,173,"Средний юридический персонал в судебной, адвокатской и нотариальной деятельности",Специалисты средней квалификации,2243.42,143.48,6.01,69408.5576048949,82607.28891904172,4.325301204819278,5.5,5.5,19.016000000000012,4.73644578313253,147.7844,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.02,6.18,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,174,Специалисты библиотек,Специалисты высшей квалификации,86836.09,4525.65,4.95,86292.29075362365,102701.63276333273,2.4819277108433733,8.875,8.875,19.016000000000012,4.719503012048193,4661.4195,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.95,5.09,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,175,Бухгалтеры,Специалисты высшей квалификации,411977.43,21218.76,4.9,86292.29075362365,102701.63276333273,2.4457831325301207,8.875,8.875,19.016000000000012,4.696009036144578,21855.322799999998,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.9,5.04,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,176,Специалисты по сбыту информационно-коммуникационных технологий (ИКТ),Специалисты высшей квалификации,46145.96,2362.25,4.87,86292.29075362365,102701.63276333273,2.4096385542168672,8.875,8.875,19.016000000000012,4.672515060240964,2433.1175,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.87,5.01,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,177,Техники по обслуживанию медицинского оборудования,Специалисты средней квалификации,19027.22,1199.3,5.93,69408.5576048949,82607.28891904172,4.216867469879518,5.5,5.5,19.016000000000012,4.665963855421687,1235.279,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.93,6.1,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,178,Специалисты архивов и музеев,Специалисты высшей квалификации,29493.94,1492.58,4.82,86292.29075362365,102701.63276333273,2.3734939759036147,8.875,8.875,19.016000000000012,4.649021084337349,1537.3573999999999,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.82,4.95,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,179,Машинистки и операторы оборудования по редактированию текстов,Офисные и учётные служащие,7695.99,550.61,6.68,54045.78718009234,64323.134070258704,4.795180722891566,4.375,4.375,19.016000000000012,4.648117469879518,534.0917,0.97,наиболее заметное снижение из-за цифровизации стандартных операций,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.68,6.49,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,180,Специалисты-техники по компьютерным сетям и системам,Специалисты средней квалификации,11950.44,747.62,5.89,69408.5576048949,82607.28891904172,4.1807228915662655,5.5,5.5,19.016000000000012,4.642469879518073,770.0486000000001,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.89,6.05,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,181,Тренеры и инструкторы-методисты по физкультуре и спорту,Специалисты высшей квалификации,95782.77,4808.93,4.78,86292.29075362365,102701.63276333273,2.337349397590361,8.875,8.875,19.016000000000012,4.625527108433735,4953.1979,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.78,4.92,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,182,Техники-электрики,Специалисты средней квалификации,71428.88,4458.69,5.88,69408.5576048949,82607.28891904172,4.144578313253012,5.5,5.5,19.016000000000012,4.618975903614458,4592.450699999999,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.88,6.04,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,183,Аналитики систем управления и организации,Специалисты высшей квалификации,67372.84,3349.41,4.74,86292.29075362365,102701.63276333273,2.265060240963855,8.875,8.875,19.016000000000012,4.578539156626506,3449.8923,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.74,4.87,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,184,Мастера (бригадиры) в обрабатывающей промышленности,Специалисты средней квалификации,189186.87,11731.82,5.84,69408.5576048949,82607.28891904172,4.036144578313253,5.5,5.5,19.016000000000012,4.5484939759036145,12083.7746,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.84,6.0,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,185,Актеры,Специалисты высшей квалификации,13335.35,644.36,4.61,86292.29075362365,102701.63276333273,2.1927710843373496,8.875,8.875,19.016000000000012,4.5315512048192765,663.6908000000001,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.62,4.74,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,186,"Преподаватели, работающие с инвалидами или лицами с особыми возможностями здоровья",Специалисты высшей квалификации,81551.34,3888.47,4.55,86292.29075362365,102701.63276333273,2.1566265060240966,8.875,8.875,19.016000000000012,4.508057228915662,4005.1241,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.55,4.68,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,187,Художники,Специалисты высшей квалификации,7410.24,351.57,4.53,86292.29075362365,102701.63276333273,2.120481927710843,8.875,8.875,19.016000000000012,4.484563253012048,362.1171,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.54,4.66,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,188,"Офисные служащие, не входящие в другие группы",Офисные и учётные служащие,97214.46,6692.36,6.44,54045.78718009234,64323.134070258704,4.542168674698795,4.375,4.375,19.016000000000012,4.483659638554217,6491.589199999999,0.97,наиболее заметное снижение из-за цифровизации стандартных операций,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.44,6.26,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,189,Операторы нефте- и газоочистных и перерабатывающих установок,Специалисты средней квалификации,37748.79,2306.19,5.76,69408.5576048949,82607.28891904172,3.855421686746988,5.5,5.5,19.016000000000012,4.431024096385542,2375.3757,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.76,5.92,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,190,"Бригадиры уборщиков и помощники по хозяйству в отелях (гостиницах), офисах и других учреждениях","Обслуживание, торговля и охрана",20820.65,1503.54,6.74,48161.539778495455,57319.93818277415,5.048192771084337,3.25,3.25,19.016000000000012,4.418825301204819,1503.54,1.0,почти стабильный спрос с небольшим ростом,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.74,6.74,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,191,"Биологи, ботаники, зоологи и специалисты родственных занятий",Специалисты высшей квалификации,43949.99,2043.52,4.44,86292.29075362365,102701.63276333273,2.0120481927710845,8.875,8.875,19.016000000000012,4.414081325301204,2104.8256,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.44,4.57,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,192,Социальные работники,Специалисты средней квалификации,119218.58,7276.73,5.75,69408.5576048949,82607.28891904172,3.819277108433735,5.5,5.5,19.016000000000012,4.407530120481928,7495.0319,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.75,5.91,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,193,"Техники в области физических и технических наук, не входящие в другие группы",Специалисты средней квалификации,77725.51,4733.78,5.74,69408.5576048949,82607.28891904172,3.783132530120482,5.5,5.5,19.016000000000012,4.384036144578314,4875.7934,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.74,5.9,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,194,Помощники учителей,"Обслуживание, торговля и охрана",8563.16,610.25,6.65,48161.539778495455,57319.93818277415,4.975903614457831,3.25,3.25,19.016000000000012,4.371837349397591,610.25,1.0,почти стабильный спрос с небольшим ростом,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,6.65,6.65,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,195,"Средний медицинский персонал здравоохранения, не входящий в другие группы",Специалисты средней квалификации,287748.11,17489.79,5.73,69408.5576048949,82607.28891904172,3.7469879518072293,5.5,5.5,19.016000000000012,4.360542168674699,18014.4837,1.03,умеренный рост в соответствии с официальным приоритетом кадров СПО,2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,5.73,5.89,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,196,"Горные инженеры, металлурги и специалисты родственных занятий",Специалисты высшей квалификации,26734.55,1208.76,4.33,86292.29075362365,102701.63276333273,1.9036144578313254,8.875,8.875,19.016000000000012,4.343599397590361,1245.0228,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.33,4.45,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,197,Педагогические работники в дошкольном образовании,Специалисты высшей квалификации,576091.37,25444.14,4.23,86292.29075362365,102701.63276333273,1.8313253012048194,8.875,8.875,19.016000000000012,4.296611445783132,26207.4642,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.23,4.35,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
2027,198,Преподаватели средних профессиональных образовательных организаций,Специалисты высшей квалификации,161960.9,7148.83,4.23,86292.29075362365,102701.63276333273,1.7951807228915664,8.875,8.875,19.016000000000012,4.273117469879518,7363.2949,1.03,"умеренный рост за счёт здравоохранения, инженерных и других сложных функций",2025,Средняя зарплата крупной профессиональной группы Росстата за октябрь 2025,,,4.23,4.35,Для профессий со специальным зарплатным срезом используется медиана предложений «Работы России»; иначе зарплата наследуется от группы. Результат не является обещанием числа вакансий
